3298837;2016-07-16T13:40:00;2016-07-16T13:49:00;3068;3069;5727;Flex Pass;"{'longitude': '-118.25095', 'latitude': '34.0531998', 'needs_recoding': False}";"{'longitude': '-118.24825', 'latitude': '34.0508804', 'needs_recoding': False}"
3311680;2016-07-16T15:12:00;2016-07-16T15:20:00;3062;3079;5890;Monthly Pass;"{'longitude': '-118.24317', 'latitude': '34.0477486', 'needs_recoding': False}";"{'longitude': '-118.23324', 'latitude': '34.0501404', 'needs_recoding': False}"
3324686;2016-07-16T17:02:00;2016-07-16T17:08:00;3055;3005;6669;Monthly Pass;"{'longitude': '-118.25158', 'latitude': '34.0441589', 'needs_recoding': False}";"{'longitude': '-118.25905', 'latitude': '34.0485497', 'needs_recoding': False}"
3344406;2016-07-16T20:35:00;2016-07-16T20:42:00;3075;3064;6653;Monthly Pass;"{'longitude': '-118.25619', 'latitude': '34.0421104', 'needs_recoding': False}";"{'longitude': '-118.25698', 'latitude': '34.0468102', 'needs_recoding': False}"
3357700;2016-07-16T22:30:00;2016-07-16T22:38:00;3035;3055;5810;Monthly Pass;"{'longitude': '-118.26095', 'latitude': '34.0484009', 'needs_recoding': False}";"{'longitude': '-118.25158', 'latitude': '34.0441589', 'needs_recoding': False}"
3432035;2016-07-17T10:34:00;2016-07-17T10:42:00;3062;3067;5802;Monthly Pass;"{'longitude': '-118.24317', 'latitude': '34.0477486', 'needs_recoding': False}";"{'longitude': '-118.25024', 'latitude': '34.0451813', 'needs_recoding': False}"
3450817;2016-07-17T12:53:00;2016-07-17T13:50:00;3048;3048;5828;Monthly Pass;"{'longitude': '-118.23535', 'latitude': '34.0416908', 'needs_recoding': False}";"{'longitude': '-118.23535', 'latitude': '34.0416908', 'needs_recoding': False}"
3463498;2016-07-17T14:57:00;2016-07-17T15:05:00;3049;3067;6392;Monthly Pass;"{'longitude': '-118.25359', 'latitude': '34.0569687', 'needs_recoding': False}";"{'longitude': '-118.25024', 'latitude': '34.0451813', 'needs_recoding': False}"
3476322;2016-07-17T17:02:00;2016-07-17T17:09:00;3029;3063;6575;Monthly Pass;"{'longitude': '-118.24642', 'latitude': '34.048851', 'needs_recoding': False}";"{'longitude': '-118.25283', 'latitude': '34.0491982', 'needs_recoding': False}"
3489255;2016-07-17T19:44:00;2016-07-17T19:53:00;3062;3034;5860;Monthly Pass;"{'longitude': '-118.24317', 'latitude': '34.0477486', 'needs_recoding': False}";"{'longitude': '-118.26338', 'latitude': '34.0420609', 'needs_recoding': False}"
3549326;2016-07-18T05:38:00;2016-07-18T05:42:00;3047;3019;6065;Monthly Pass;"{'longitude': '-118.2664', 'latitude': '34.0399818', 'needs_recoding': False}";"{'longitude': '-118.26086', 'latitude': '34.0386086', 'needs_recoding': False}"
3572051;2016-07-18T09:12:00;2016-07-18T09:31:00;3016;3052;6210;Monthly Pass;"{'longitude': '-118.24156', 'latitude': '34.0528984', 'needs_recoding': False}";"{'longitude': '-118.26456', 'latitude': '34.0511017', 'needs_recoding': False}"
3589379;2016-07-18T12:08:00;2016-07-18T12:14:00;3058;3036;5817;Monthly Pass;"{'longitude': '-118.23317', 'latitude': '34.0358009', 'needs_recoding': False}";"{'longitude': '-118.23253', 'latitude': '34.0391884', 'needs_recoding': False}"
3601074;2016-07-18T14:16:00;2016-07-18T14:31:00;3067;3007;6262;Flex Pass;"{'longitude': '-118.25024', 'latitude': '34.0451813', 'needs_recoding': False}";"{'longitude': '-118.25459', 'latitude': '34.0504799', 'needs_recoding': False}"
3618847;2016-07-18T17:10:00;2016-07-18T17:21:00;3034;3007;5725;Monthly Pass;"{'longitude': '-118.26338', 'latitude': '34.0420609', 'needs_recoding': False}";"{'longitude': '-118.25459', 'latitude': '34.0504799', 'needs_recoding': False}"
3630891;2016-07-18T18:38:00;2016-07-18T19:01:00;3014;3035;5929;Monthly Pass;"{'longitude': '-118.23721', 'latitude': '34.0566101', 'needs_recoding': False}";"{'longitude': '-118.26095', 'latitude': '34.0484009', 'needs_recoding': False}"
3636939;2016-07-18T20:35:00;2016-07-18T20:49:00;3006;3022;6556;Monthly Pass;"{'longitude': '-118.25667', 'latitude': '34.0455399', 'needs_recoding': False}";"{'longitude': '-118.23309', 'latitude': '34.0460701', 'needs_recoding': False}"
3688190;2016-07-19T06:43:00;2016-07-19T06:45:00;3007;3063;6217;Monthly Pass;"{'longitude': '-118.25459', 'latitude': '34.0504799', 'needs_recoding': False}";"{'longitude': '-118.25283', 'latitude': '34.0491982', 'needs_recoding': False}"
3702384;2016-07-19T09:05:00;2016-07-19T09:10:00;3014;3016;6334;Monthly Pass;"{'longitude': '-118.23721', 'latitude': '34.0566101', 'needs_recoding': False}";"{'longitude': '-118.24156', 'latitude': '34.0528984', 'needs_recoding': False}"
3716840;2016-07-19T12:05:00;2016-07-19T12:19:00;3076;3021;5784;Monthly Pass;"{'longitude': '-118.25384', 'latitude': '34.0405998', 'needs_recoding': False}";"{'longitude': '-118.23703', 'latitude': '34.0456085', 'needs_recoding': False}"
3721718;2016-07-19T13:18:00;2016-07-19T13:21:00;3019;3056;6599;Monthly Pass;"{'longitude': '-118.26086', 'latitude': '34.0386086', 'needs_recoding': False}";"{'longitude': '-118.26538', 'latitude': '34.0374603', 'needs_recoding': False}"
3736654;2016-07-19T16:07:00;2016-07-19T16:27:00;3051;3022;6078;Monthly Pass;"{'longitude': '-118.25352', 'latitude': '34.0454216', 'needs_recoding': False}";"{'longitude': '-118.23309', 'latitude': '34.0460701', 'needs_recoding': False}"
3746828;2016-07-19T17:41:00;2016-07-19T18:03:00;3077;3022;6496;Monthly Pass;"{'longitude': '-118.25004', 'latitude': '34.0398712', 'needs_recoding': False}";"{'longitude': '-118.23309', 'latitude': '34.0460701', 'needs_recoding': False}"
